VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
2,2023-11-07 10:20:18,2023-11-07 11:01:18,4,6.95,1,Y,120,234,1,40.38,1,0.5,6.06,0,0.3,48.24,0,0
2,2023-08-14 06:42:00,2023-08-14 07:26:00,2,12.76,1,N,194,143,1,56.4,0,0.5,8.46,0,0.3,65.66,0,0
2,2023-09-27 09:23:33,2023-09-27 09:41:33,1,8.05,1,N,103,114,1,31.63,0,0.5,4.74,0,0.3,39.67,2.5,0
2,2023-09-01 06:39:27,2023-09-01 07:16:27,4,3.9,1,N,244,202,2,30.75,0,0.5,0,0,0.3,31.55,0,0
2,2023-09-01 14:26:05,2023-09-01 14:35:05,3,12.36,1,N,41,229,1,37.9,0,0.5,5.69,0,0.3,46.89,2.5,0
1,2023-09-10 10:44:49,2023-09-10 10:59:49,3,5.53,1,N,186,100,1,23.83,1,0.5,3.57,0,0.3,29.2,0,0
2,2023-08-07 20:08:28,2023-08-07 20:40:28,3,5.41,1,N,153,246,1,32.03,0,0.5,4.8,0,0.3,37.63,0,0
2,2023-07-13 13:03:54,2023-07-13 13:22:54,1,11.69,1,Y,229,148,2,41.22,0.5,0.5,0,0,0.3,42.52,0,0
1,2023-09-24 15:43:59,2023-09-24 16:00:59,2,14.64,1,N,231,194,2,47.6,0,0.5,0,0,0.3,48.4,0,0
2,2023-01-06 00:48:23,2023-01-06 01:36:23,2,12.97,1,N,7,224,1,58.93,0.5,0.5,8.84,6.57,0.3,78.14,2.5,0
2,2023-12-14 13:43:22,2023-12-14 13:57:22,4,3.59,1,N,128,87,2,18.48,0,0.5,0,0,0.3,19.28,0,0
2,2023-11-03 05:01:52,2023-11-03 05:12:52,3,14.53,1,N,120,137,1,44.33,1,0.5,6.65,0,0.3,52.78,0,0
2,2023-03-10 16:07:22,2023-03-10 16:15:22,1,10.38,1,Y,127,116,1,32.45,0,0.5,4.87,6.16,0.3,44.28,0,0
1,2023-01-21 23:41:47,2023-01-21 24:04:47,3,14.98,1,N,249,100,2,51.45,0,0.5,0,0,0.3,52.25,0,0
2,2023-11-16 04:50:01,2023-11-16 04:56:01,2,10.37,1,N,153,45,1,31.42,0,0.5,4.71,0,0.3,36.93,0,0
2,2023-04-27 18:08:41,2023-04-27 18:40:41,4,12.63,1,N,13,137,1,50.08,0.5,0.5,7.51,0,0.3,61.39,2.5,0
2,2023-04-02 21:31:09,2023-04-02 22:04:09,2,11.15,2,N,24,107,1,46.88,0,0.5,7.03,0,0.3,58.46,2.5,1.25
2,2023-01-19 02:09:22,2023-01-19 02:50:22,1,5,3,N,170,244,1,35.5,0,0.5,5.33,0,0.3,41.63,0,0
1,2023-05-27 19:01:59,2023-05-27 19:26:59,3,0.94,1,N,113,125,1,17.35,0,0.5,2.6,0,0.3,20.75,0,0
2,2023-08-24 23:00:36,2023-08-24 23:35:36,1,2.56,1,N,209,87,1,26.4,0,0.5,3.96,0,0.3,31.16,0,0
2,2023-03-13 05:52:36,2023-03-13 06:17:36,3,5.67,1,N,163,231,1,29.18,0,0.5,4.38,0,0.3,34.36,0,0
2,2023-05-14 17:34:21,2023-05-14 18:02:21,3,5.59,1,N,164,24,1,30.48,0,0.5,4.57,0,0.3,35.85,0,0
2,2023-03-18 11:54:26,2023-03-18 12:30:26,3,10.37,1,N,263,232,1,46.43,0,0.5,6.96,0,0.3,54.19,0,0
2,2023-07-10 15:14:00,2023-07-10 15:48:00,1,1.77,2,N,209,144,2,23.93,0,0.5,0,0,0.3,25.98,0,1.25
2,2023-06-22 12:49:56,2023-06-22 12:54:56,4,5.98,1,N,239,100,1,19.95,0,0.5,2.99,0,0.3,23.74,0,0
1,2023-10-06 09:55:04,2023-10-06 10:12:04,2,0.91,1,N,90,224,2,13.28,0,0.5,0,0,0.3,16.58,2.5,0
1,2023-03-13 19:45:57,2023-03-13 20:12:57,2,13.86,1,N,24,211,1,50.65,1,0.5,7.6,0,0.3,62.55,2.5,0
2,2023-07-26 09:21:19,2023-07-26 09:51:19,3,1.94,1,N,211,87,1,22.35,0.5,0.5,3.35,0,0.3,27,0,0
1,2023-04-05 10:31:58,2023-04-05 10:36:58,1,6.59,1,N,194,41,1,21.48,0,0.5,3.22,0,0.3,25.5,0,0
2,2023-04-12 11:53:51,2023-04-12 12:33:51,4,1.8,1,N,4,158,2,27,0.5,0.5,0,0,0.3,30.8,2.5,0
2,2023-09-24 21:40:40,2023-09-24 22:17:40,2,7.57,1,N,87,233,1,39.92,0.5,0.5,5.99,0,0.3,49.71,2.5,0
2,2023-02-01 14:09:11,2023-02-01 14:19:11,2,3.43,1,N,211,244,1,16.08,0.5,0.5,2.41,0,0.3,19.79,0,0
2,2023-08-13 16:38:27,2023-08-13 16:43:27,2,7.23,2,N,120,209,1,23.08,0.5,0.5,3.46,0,0.3,29.09,0,1.25
1,2023-06-05 10:00:41,2023-06-05 10:09:41,4,2.2,1,Y,140,41,1,12.5,1,0.5,1.88,0,0.3,16.18,0,0
1,2023-10-02 05:27:57,2023-10-02 06:08:57,4,8.14,1,N,128,238,1,43.35,0,0.5,6.5,0,0.3,50.65,0,0
2,2023-11-01 05:14:47,2023-11-01 05:46:47,2,4.07,1,N,13,90,1,28.68,0.5,0.5,4.3,0,0.3,36.78,2.5,0
2,2023-08-15 03:31:18,2023-08-15 04:05:18,4,6.13,1,N,103,163,1,34.83,1,0.5,5.22,1.32,0.3,45.67,2.5,0
1,2023-11-28 21:27:19,2023-11-28 21:53:19,4,10.31,3,N,4,194,2,41.28,1,0.5,0,0,0.3,45.58,2.5,0
2,2023-02-14 10:21:22,2023-02-14 10:48:22,2,5.57,1,N,230,158,2,29.93,1,0.5,0,6.32,0.3,38.05,0,0
2,2023-01-27 10:54:45,2023-01-27 10:59:45,3,12.13,1,N,261,233,1,35.33,0,0.5,5.3,0,0.3,41.43,0,0
2,2023-02-23 19:38:32,2023-02-23 19:56:32,2,8.23,3,N,43,75,2,32.08,1,0.5,0,0,0.3,36.38,2.5,0
1,2023-09-27 12:29:44,2023-09-27 12:45:44,4,4.6,1,N,202,148,1,22,0,0.5,3.3,0,0.3,26.1,0,0
1,2023-08-23 14:59:10,2023-08-23 15:28:10,4,1.51,1,N,231,186,2,20.78,0,0.5,0,0,0.3,21.58,0,0
2,2023-07-09 13:25:45,2023-07-09 14:05:45,1,14.82,1,N,211,166,2,59.55,0,0.5,0,0,0.3,60.35,0,0
2,2023-01-09 06:50:53,2023-01-09 07:20:53,3,12.66,1,N,24,48,1,49.15,0,0.5,7.37,0,0.3,59.82,2.5,0
2,2023-08-06 16:38:55,2023-08-06 17:06:55,3,1.92,1,N,233,88,1,21.3,0,0.5,3.2,0,0.3,25.3,0,0
2,2023-01-23 07:57:41,2023-01-23 08:12:41,3,12.09,1,N,107,103,1,40.23,0.5,0.5,6.03,0,0.3,47.56,0,0
2,2023-10-27 16:58:11,2023-10-27 17:26:11,2,0.76,1,N,143,162,1,18.4,0,0.5,2.76,0,0.3,21.96,0,0
1,2023-05-05 21:08:28,2023-05-05 21:45:28,2,9.11,2,N,244,194,1,43.78,0,0.5,6.57,0,0.3,52.4,0,1.25
2,2023-06-07 01:20:37,2023-06-07 02:03:37,4,7.63,1,N,114,50,1,43.08,0,0.5,6.46,0,0.3,50.34,0,0
2,2023-11-25 05:06:57,2023-11-25 05:38:57,4,12.6,1,N,246,152,1,50,0,0.5,7.5,0,0.3,58.3,0,0
1,2023-02-26 00:11:17,2023-02-26 00:59:17,1,9.25,1,N,50,151,2,49.63,0,0.5,0,0,0.3,52.93,2.5,0
1,2023-07-02 08:39:13,2023-07-02 09:00:13,3,1.32,1,Y,234,151,1,16.3,0,0.5,2.44,0,0.3,19.54,0,0
2,2023-09-26 12:04:03,2023-09-26 12:51:03,1,5.26,1,N,234,161,2,39.15,0,0.5,0,0,0.3,39.95,0,0
2,2023-01-19 14:13:17,2023-01-19 14:30:17,1,14.02,1,N,13,153,2,46.05,1,0.5,0,0,0.3,50.35,2.5,0
1,2023-11-18 12:23:19,2023-11-18 12:35:19,2,3.01,1,N,7,116,2,16.02,0,0.5,0,0,0.3,19.32,2.5,0
1,2023-09-16 17:12:44,2023-09-16 17:42:44,2,8.37,1,N,74,158,1,38.42,0,0.5,5.76,0,0.3,47.48,2.5,0
2,2023-03-14 11:40:45,2023-03-14 12:05:45,4,13.87,3,N,164,42,1,49.68,1,0.5,7.45,0,0.3,58.93,0,0
2,2023-12-02 01:08:42,2023-12-02 01:51:42,1,9.36,1,N,127,170,1,47.4,0,0.5,7.11,0,0.3,55.31,0,0
1,2023-10-08 22:36:21,2023-10-08 23:00:21,1,6.72,1,N,236,141,1,31.3,0,0.5,4.7,0,0.3,36.8,0,0
2,2023-07-10 15:49:25,2023-07-10 16:24:25,1,12.53,1,N,127,261,2,51.33,0,0.5,0,5.59,0.3,57.72,0,0
1,2023-04-19 23:29:12,2023-04-19 24:03:12,2,4.35,1,N,153,4,1,30.38,0,0.5,4.56,0,0.3,35.74,0,0
2,2023-09-21 10:18:54,2023-09-21 10:52:54,4,10.53,1,Y,113,143,1,45.83,0,0.5,6.87,0,0.3,53.5,0,0
1,2023-02-15 02:48:34,2023-02-15 03:29:34,2,14.67,1,Y,209,48,1,59.68,0,0.5,8.95,6.42,0.3,75.85,0,0
2,2023-03-02 12:21:35,2023-03-02 12:55:35,2,14.36,1,N,7,243,2,55.4,0,0.5,0,0,0.3,58.7,2.5,0
2,2023-12-04 21:42:58,2023-12-04 22:16:58,1,3.99,3,N,41,100,1,29.48,1,0.5,4.42,0,0.3,38.2,2.5,0
1,2023-07-03 12:38:30,2023-07-03 13:26:30,3,9.7,1,N,229,90,1,50.75,0,0.5,7.61,0,0.3,59.16,0,0
1,2023-12-09 09:59:18,2023-12-09 10:33:18,1,6.41,1,N,90,232,1,35.53,0.5,0.5,5.33,3.37,0.3,48.03,2.5,0
2,2023-07-15 06:25:37,2023-07-15 06:53:37,2,4.34,1,N,163,127,1,27.35,0.5,0.5,4.1,0.66,0.3,33.41,0,0
2,2023-02-12 04:00:01,2023-02-12 04:09:01,2,6.39,1,N,237,100,1,22.98,1,0.5,3.45,0,0.3,28.23,0,0
2,2023-07-23 10:20:54,2023-07-23 11:05:54,2,10.4,1,Y,152,158,1,51,0.5,0.5,7.65,0,0.3,59.95,0,0
2,2023-11-26 22:19:04,2023-11-26 22:30:04,2,12.94,1,N,244,233,2,40.35,0,0.5,0,0,0.3,41.15,0,0
2,2023-08-03 15:29:05,2023-08-03 16:06:05,3,4.52,2,N,74,13,1,32.3,0.5,0.5,4.85,0,0.3,42.2,2.5,1.25
2,2023-10-09 18:19:42,2023-10-09 18:55:42,1,7.16,1,N,261,144,1,38.4,1,0.5,5.76,3.14,0.3,49.1,0,0
2,2023-02-20 08:48:14,2023-02-20 09:09:14,2,12.6,1,N,229,90,1,44.5,0,0.5,6.68,0,0.3,51.98,0,0
1,2023-01-17 00:02:58,2023-01-17 00:44:58,2,0.93,1,N,87,113,1,25.83,0,0.5,3.87,0,0.3,33,2.5,0
2,2023-12-03 16:02:06,2023-12-03 16:09:06,2,11.92,1,N,13,236,1,35.8,0,0.5,5.37,0,0.3,44.47,2.5,0
2,2023-08-01 15:49:32,2023-08-01 16:17:32,3,8.9,1,N,48,209,2,38.75,0,0.5,0,1.18,0.3,43.23,2.5,0
2,2023-06-07 07:40:21,2023-06-07 07:45:21,2,3.42,1,N,50,116,2,13.55,0,0.5,0,1.34,0.3,18.19,2.5,0
1,2023-06-17 17:36:41,2023-06-17 18:24:41,4,2.26,1,N,249,43,1,32.15,0,0.5,4.82,0,0.3,37.77,0,0
2,2023-03-14 22:21:22,2023-03-14 22:30:22,4,12.99,1,N,244,88,1,39.48,0.5,0.5,5.92,0,0.3,46.7,0,0
2,2023-01-16 05:38:45,2023-01-16 05:57:45,4,12.56,1,Y,68,43,1,43.4,0,0.5,6.51,5.21,0.3,58.42,2.5,0
1,2023-09-21 10:24:18,2023-09-21 10:55:18,1,7.97,1,N,148,142,1,37.92,0,0.5,5.69,0,0.3,44.41,0,0
2,2023-11-11 06:49:23,2023-11-11 07:36:23,4,3.33,1,N,50,75,1,34.33,0.5,0.5,5.15,0,0.3,43.28,2.5,0
2,2023-04-24 22:34:53,2023-04-24 22:41:53,3,8.17,1,N,236,170,1,26.43,0,0.5,3.96,0,0.3,31.19,0,0
2,2023-02-01 19:19:02,2023-02-01 19:47:02,2,7.55,1,N,125,158,2,35.38,0,0.5,0,0,0.3,36.18,0,0
2,2023-11-17 20:50:33,2023-11-17 21:14:33,2,5.26,1,N,244,141,2,27.65,0,0.5,0,0,0.3,28.45,0,0
1,2023-11-12 03:21:32,2023-11-12 03:39:32,1,13.67,1,N,164,7,2,45.68,0.5,0.5,0,5.58,0.3,52.56,0,0
1,2023-02-02 13:44:43,2023-02-02 14:23:43,4,1.93,1,N,162,116,1,26.83,0.5,0.5,4.02,0,0.3,32.15,0,0
1,2023-09-13 19:17:54,2023-09-13 19:25:54,1,10.58,1,N,238,163,1,32.95,0.5,0.5,4.94,0,0.3,39.19,0,0
1,2023-04-15 16:06:56,2023-04-15 16:16:56,2,10.9,1,N,43,7,2,34.75,0,0.5,0,0,0.3,38.05,2.5,0
2,2023-10-18 01:52:11,2023-10-18 02:20:11,3,11.43,1,N,144,7,2,45.08,0.5,0.5,0,0,0.3,46.38,0,0
1,2023-05-14 13:47:01,2023-05-14 14:09:01,1,5.46,1,N,246,42,1,27.15,0,0.5,4.07,0,0.3,32.02,0,0
2,2023-08-16 20:35:19,2023-08-16 20:41:19,2,10,3,Y,116,224,2,30.5,1,0.5,0,0,0.3,32.3,0,0
2,2023-09-20 05:18:51,2023-09-20 05:28:51,1,15.27,1,N,7,202,1,45.68,0.5,0.5,6.85,0,0.3,56.33,2.5,0
2,2023-02-06 23:23:33,2023-02-06 23:45:33,3,5.4,1,N,50,163,1,27,0.5,0.5,4.05,0,0.3,34.85,2.5,0
2,2023-12-26 13:39:41,2023-12-26 14:10:41,1,12.5,1,N,75,162,1,49.25,0.5,0.5,7.39,0,0.3,60.44,2.5,0
2,2023-07-06 02:22:44,2023-07-06 03:00:44,1,2.04,1,N,48,211,1,26.6,0,0.5,3.99,0,0.3,33.89,2.5,0
2,2023-03-05 21:36:25,2023-03-05 21:45:25,2,4.76,1,N,87,7,1,18.9,1,0.5,2.83,0,0.3,26.03,2.5,0
1,2023-04-07 10:01:08,2023-04-07 10:11:08,1,15.19,1,N,211,41,1,45.48,0,0.5,6.82,0.38,0.3,53.48,0,0
1,2023-05-06 11:30:33,2023-05-06 11:48:33,2,12.66,1,N,42,88,1,43.15,0,0.5,6.47,0,0.3,52.92,2.5,0
2,2023-02-09 09:47:33,2023-02-09 10:16:33,4,10.31,1,N,153,103,1,42.78,1,0.5,6.42,0,0.3,51,0,0
1,2023-07-27 23:03:40,2023-07-27 23:33:40,4,9.49,1,N,186,153,1,41.23,0,0.5,6.18,0,0.3,48.21,0,0
2,2023-07-09 13:30:49,2023-07-09 13:48:49,1,8.63,1,N,211,239,2,33.08,0,0.5,0,0,0.3,33.88,0,0
1,2023-03-27 17:47:45,2023-03-27 18:34:45,4,2.24,1,N,233,209,1,31.6,1,0.5,4.74,0,0.3,38.14,0,0
1,2023-10-21 21:04:46,2023-10-21 21:25:46,1,2.14,1,N,74,107,1,18.35,1,0.5,2.75,0,0.3,25.4,2.5,0
1,2023-09-17 18:40:54,2023-09-17 18:46:54,1,12.27,1,N,152,41,1,36.17,0,0.5,5.43,0,0.3,42.4,0,0
2,2023-01-06 13:53:19,2023-01-06 14:30:19,4,3.49,1,N,107,88,1,29.73,1,0.5,4.46,0,0.3,35.99,0,0
1,2023-11-28 11:33:00,2023-11-28 12:04:00,1,1.73,1,N,128,120,1,22.33,0,0.5,3.35,0,0.3,26.48,0,0
2,2023-11-07 11:23:13,2023-11-07 11:40:13,4,14.74,1,N,164,7,1,47.85,0,0.5,7.18,0,0.3,55.83,0,0
2,2023-06-10 21:33:29,2023-06-10 21:48:29,4,4.31,1,N,103,151,1,20.78,0,0.5,3.12,0,0.3,27.2,2.5,0
2,2023-01-10 08:49:14,2023-01-10 08:58:14,4,3.62,1,N,163,144,1,16.05,0,0.5,2.41,2.79,0.3,22.05,0,0
1,2023-12-15 08:11:19,2023-12-15 08:51:19,4,13.76,1,N,209,164,2,56.9,0,0.5,0,0,0.3,57.7,0,0
2,2023-04-27 03:16:56,2023-04-27 03:39:56,4,8.72,1,N,229,103,2,35.8,0,0.5,0,0,0.3,36.6,0,0
1,2023-05-07 11:10:35,2023-05-07 11:20:35,3,8.08,1,N,186,239,1,27.7,0,0.5,4.15,0,0.3,32.65,0,0
2,2023-10-02 19:36:53,2023-10-02 19:45:53,3,5.79,1,N,209,186,1,21.48,0.5,0.5,3.22,0,0.3,26,0,0
2,2023-11-13 21:07:09,2023-11-13 21:48:09,1,1.13,1,N,211,153,1,25.83,0,0.5,3.87,0.02,0.3,30.52,0,0
2,2023-07-25 14:32:51,2023-07-25 14:42:51,3,13.27,1,N,43,164,2,40.67,0.5,0.5,0,0,0.3,44.47,2.5,0
2,2023-10-17 15:32:31,2023-10-17 15:49:31,3,1.64,1,N,140,236,1,15.1,0,0.5,2.26,0,0.3,18.16,0,0
1,2023-06-28 17:19:45,2023-06-28 17:27:45,3,12.62,1,N,50,236,1,38.05,0,0.5,5.71,7.94,0.3,55,2.5,0
2,2023-02-26 04:08:09,2023-02-26 04:15:09,1,9.01,1,N,158,120,1,28.53,0.5,0.5,4.28,0,0.3,34.11,0,0
1,2023-12-15 08:53:27,2023-12-15 09:04:27,1,4.42,1,N,107,137,1,19.05,0.5,0.5,2.86,0,0.3,23.21,0,0
2,2023-01-04 19:38:01,2023-01-04 19:48:01,3,0.69,1,N,127,74,2,9.23,0,0.5,0,0,0.3,10.03,0,0
1,2023-04-24 17:29:57,2023-04-24 18:09:57,2,2.81,1,N,233,74,1,29.53,0,0.5,4.43,0,0.3,34.76,0,0
2,2023-12-03 09:16:09,2023-12-03 09:50:09,2,13.35,1,N,144,141,1,52.88,0,0.5,7.93,0,0.3,61.61,0,0
1,2023-03-22 14:53:44,2023-03-22 15:27:44,1,7.74,1,N,170,148,2,38.85,1,0.5,0,0,0.3,40.65,0,0
2,2023-02-28 15:58:48,2023-02-28 16:25:48,2,1.71,1,N,233,153,1,20.27,0,0.5,3.04,0,0.3,24.11,0,0
2,2023-10-10 01:44:53,2023-10-10 02:10:53,3,3.74,1,N,237,236,1,24.85,0,0.5,3.73,0,0.3,29.38,0,0
2,2023-07-15 12:08:04,2023-07-15 12:44:04,3,10.22,1,N,127,87,1,46.05,0,0.5,6.91,0,0.3,53.76,0,0
2,2023-12-04 01:09:02,2023-12-04 01:29:02,2,8.09,1,N,100,88,1,32.73,1,0.5,4.91,0,0.3,41.94,2.5,0
1,2023-09-21 13:24:11,2023-09-21 14:09:11,2,4.09,1,N,239,148,1,35.23,0,0.5,5.28,0,0.3,41.31,0,0
2,2023-07-03 05:34:38,2023-07-03 05:41:38,1,9.78,1,N,233,43,1,30.45,0.5,0.5,4.57,0,0.3,36.32,0,0
1,2023-06-15 00:11:33,2023-06-15 00:56:33,1,10.73,1,N,114,24,1,51.83,1,0.5,7.77,0.34,0.3,61.74,0,0
2,2023-09-19 02:35:26,2023-09-19 03:02:26,1,10.42,1,N,263,186,1,42.05,0,0.5,6.31,0,0.3,49.16,0,0
2,2023-11-14 21:09:40,2023-11-14 21:56:40,3,4.03,1,N,141,236,1,36.08,0,0.5,5.41,0,0.3,42.29,0,0
1,2023-01-24 22:57:55,2023-01-24 23:15:55,3,14.85,1,N,162,144,1,48.63,1,0.5,7.29,0,0.3,57.72,0,0
2,2023-06-12 05:48:00,2023-06-12 06:23:00,4,11.72,2,N,127,113,1,49.3,1,0.5,7.4,0,0.3,59.75,0,1.25
2,2023-11-23 16:21:09,2023-11-23 16:35:09,2,12.62,1,N,237,4,2,41.05,0,0.5,0,4.29,0.3,46.14,0,0
2,2023-09-12 07:14:53,2023-09-12 07:30:53,2,13.48,1,N,234,45,1,44.2,1,0.5,6.63,0,0.3,52.63,0,0
1,2023-05-05 10:18:25,2023-05-05 11:00:25,2,5.04,3,N,107,45,2,36.1,0,0.5,0,0,0.3,36.9,0,0
2,2023-11-08 15:20:24,2023-11-08 15:53:24,2,2.58,1,N,50,7,1,25.45,0.5,0.5,3.82,0,0.3,33.07,2.5,0
2,2023-02-18 14:34:32,2023-02-18 15:13:32,3,12,1,N,50,7,1,52,0,0.5,7.8,0,0.3,63.1,2.5,0
2,2023-04-16 23:08:05,2023-04-16 23:39:05,3,6.38,1,N,41,234,2,33.95,0,0.5,0,0,0.3,37.25,2.5,0
1,2023-01-14 16:07:54,2023-01-14 16:47:54,1,10.08,1,N,128,151,1,47.7,0,0.5,7.16,0,0.3,55.66,0,0
2,2023-08-25 23:01:03,2023-08-25 23:45:03,4,2.31,1,N,114,261,1,30.28,0.5,0.5,4.54,0,0.3,36.12,0,0
1,2023-10-14 21:16:19,2023-10-14 21:26:19,4,13.67,1,N,140,43,1,41.68,0.5,0.5,6.25,6.55,0.3,55.78,0,0
1,2023-02-25 20:53:47,2023-02-25 21:28:47,1,6.08,1,N,88,125,1,35.2,0,0.5,5.28,0,0.3,43.78,2.5,0
2,2023-09-06 18:33:42,2023-09-06 19:21:42,1,7.88,1,N,153,236,2,46.2,0.5,0.5,0,0,0.3,47.5,0,0
2,2023-06-24 15:52:34,2023-06-24 16:04:34,1,3.43,1,N,90,148,1,17.08,1,0.5,2.56,0,0.3,23.94,2.5,0
2,2023-06-23 13:23:12,2023-06-23 14:00:12,3,13.96,2,N,107,209,1,55.9,0,0.5,8.39,0,0.3,66.34,0,1.25
1,2023-07-15 11:29:57,2023-07-15 11:56:57,2,3.01,1,N,107,43,1,23.53,0,0.5,3.53,0,0.3,27.86,0,0
1,2023-11-08 03:40:24,2023-11-08 03:58:24,2,6.13,1,Y,79,148,2,26.83,0,0.5,0,0,0.3,30.13,2.5,0
2,2023-01-10 19:16:20,2023-01-10 19:28:20,1,9.34,1,N,140,137,1,31.85,0,0.5,4.78,7.1,0.3,44.53,0,0
1,2023-12-17 04:33:39,2023-12-17 05:20:39,1,6.81,1,N,170,140,1,43.03,1,0.5,6.45,0,0.3,51.28,0,0
2,2023-02-22 09:12:46,2023-02-22 09:55:46,2,3.41,1,N,125,237,1,32.53,0,0.5,4.88,0,0.3,38.21,0,0
2,2023-04-24 09:49:31,2023-04-24 10:12:31,4,4.26,1,N,103,170,2,24.65,1,0.5,0,0,0.3,28.95,2.5,0
1,2023-01-28 19:30:45,2023-01-28 19:59:45,2,12.94,1,N,229,42,2,49.35,0,0.5,0,0,0.3,50.15,0,0
2,2023-08-08 19:29:51,2023-08-08 19:59:51,2,14.67,1,N,43,209,2,54.18,0,0.5,0,0,0.3,57.48,2.5,0
1,2023-05-12 04:41:25,2023-05-12 05:20:25,4,2.41,1,N,233,74,2,28.03,0.5,0.5,0,0,0.3,29.33,0,0
2,2023-08-07 04:58:54,2023-08-07 05:22:54,3,1.16,1,N,79,13,1,17.4,0,0.5,2.61,0,0.3,23.31,2.5,0
1,2023-06-13 08:43:54,2023-06-13 09:14:54,1,14.84,1,N,24,120,2,55.1,0.5,0.5,0,0,0.3,58.9,2.5,0
2,2023-07-09 21:11:13,2023-07-09 21:47:13,4,5.23,1,N,113,246,1,33.58,1,0.5,5.04,0,0.3,40.42,0,0
2,2023-05-25 08:52:00,2023-05-25 09:24:00,3,2.39,1,N,107,229,2,24.48,0,0.5,0,0,0.3,25.28,0,0
2,2023-11-01 11:22:24,2023-11-01 11:34:24,2,8.42,1,N,140,45,1,29.55,0,0.5,4.43,0,0.3,34.78,0,0
2,2023-12-01 15:59:52,2023-12-01 16:43:52,4,13.7,1,N,13,75,1,58.75,0.5,0.5,8.81,0,0.3,71.36,2.5,0
2,2023-08-16 16:50:40,2023-08-16 17:18:40,4,8.02,1,N,152,194,1,36.55,0,0.5,5.48,0,0.3,42.83,0,0
2,2023-11-09 01:03:47,2023-11-09 01:17:47,2,10.23,1,N,120,170,2,35.08,0,0.5,0,0,0.3,35.88,0,0
2,2023-02-24 05:31:10,2023-02-24 05:37:10,4,12.68,1,N,141,231,2,37.2,0,0.5,0,5.86,0.3,43.86,0,0
2,2023-11-06 11:46:39,2023-11-06 11:52:39,4,15.43,1,N,163,74,2,44.08,0,0.5,0,0,0.3,44.88,0,0
2,2023-09-05 17:11:59,2023-09-05 17:56:59,3,11.38,1,N,153,239,1,53.45,0,0.5,8.02,0,0.3,62.27,0,0
1,2023-09-18 08:40:48,2023-09-18 09:22:48,4,9.71,1,N,261,244,1,47.78,0.5,0.5,7.17,5.04,0.3,61.29,0,0
2,2023-09-09 17:05:21,2023-09-09 17:27:21,2,3.22,1,N,4,88,2,21.55,0.5,0.5,0,0,0.3,25.35,2.5,0
1,2023-04-15 01:55:38,2023-04-15 02:08:38,1,11.09,1,N,45,68,2,36.73,0.5,0.5,0,0,0.3,40.53,2.5,0
2,2023-11-17 04:37:16,2023-11-17 05:00:16,4,1.66,1,N,103,164,2,18.15,1,0.5,0,0,0.3,22.45,2.5,0
2,2023-06-14 18:31:10,2023-06-14 18:44:10,4,7.79,1,N,163,90,1,28.48,1,0.5,4.27,0,0.3,34.55,0,0
1,2023-05-23 02:25:32,2023-05-23 03:09:32,1,12.28,1,N,202,148,1,55.2,1,0.5,8.28,0,0.3,65.28,0,0
2,2023-12-05 11:33:35,2023-12-05 12:12:35,3,0.61,1,N,68,43,1,23.53,0,0.5,3.53,0,0.3,30.36,2.5,0
1,2023-01-26 20:16:23,2023-01-26 20:30:23,1,3.85,1,N,238,75,1,19.13,0,0.5,2.87,0,0.3,22.8,0,0
1,2023-10-08 17:39:28,2023-10-08 17:58:28,4,10.81,2,N,107,141,1,39.03,0,0.5,5.85,0,0.3,46.93,0,1.25
2,2023-07-05 11:03:23,2023-07-05 11:18:23,3,1.48,1,N,48,74,2,13.7,0,0.5,0,0,0.3,17,2.5,0
2,2023-02-14 14:24:17,2023-02-14 14:58:17,4,3.39,1,N,246,50,1,27.98,0.5,0.5,4.2,0,0.3,33.48,0,0
2,2023-07-01 18:19:52,2023-07-01 18:43:52,3,14.48,1,N,244,230,1,50.7,1,0.5,7.61,0,0.3,60.11,0,0
2,2023-01-28 13:24:18,2023-01-28 13:35:18,2,0.59,1,N,116,186,2,9.48,0,0.5,0,3.74,0.3,14.02,0,0
2,2023-08-20 20:18:00,2023-08-20 21:07:00,2,6.08,1,N,244,125,2,42.2,0,0.5,0,0,0.3,43,0,0
2,2023-08-19 15:57:52,2023-08-19 16:02:52,1,1.19,1,N,140,194,1,7.98,0,0.5,1.2,0,0.3,9.98,0,0
2,2023-05-01 17:31:18,2023-05-01 18:00:18,3,7.76,1,N,153,43,2,36.4,1,0.5,0,0,0.3,38.2,0,0
1,2023-10-21 17:15:10,2023-10-21 18:04:10,4,14.21,1,N,152,238,2,62.53,0,0.5,0,0,0.3,63.33,0,0
1,2023-11-04 05:33:32,2023-11-04 05:50:32,3,5.52,1,N,249,87,2,24.8,1,0.5,0,0,0.3,26.6,0,0
1,2023-05-25 09:11:05,2023-05-25 09:59:05,2,10.13,1,N,229,232,1,51.83,0,0.5,7.77,0,0.3,60.4,0,0
1,2023-03-01 21:35:54,2023-03-01 21:50:54,4,12.7,1,N,75,50,1,41.75,0.5,0.5,6.26,0,0.3,51.81,2.5,0
